"";"Chrzest ognia";"COVID-19";"Czas pogardy";"Dragon Ball GT";"Dragon Ball Super";"Dragon Ball Z";"Dragon Ball";"Gra o Tron";"Grypa hiszpanka";"Honda Cicic VII";"Honda Civic IX";"Honda Civic VI";"Honda Civic VIII";"Krew elfów";"Nawa³nica mieczy. Krew i z³oto";"Nawa³nica mieczy. Stal i œnieg";"Ptasia grypa";"Starcie Królów";"Œwiñska grypa";"Wie¿a jaskó³ki"
"goœciæ";0;0;0;0;0;0;0;0,000609509934345022;0;0;0;0;0;0;0,00246576434855295;0,00107596297260767;0;0,00122610064416494;0;0
"goœcina";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0,00153935500226476;0;0;0;0
"goœcinny";0;0;0;0;0,00047456115641248;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0;0;0
"goœæ";0;0;0;0;0,000857142857142857;0;0;0,000787504921905762;0;0;0;0;0;0,00173160173160173;0,00141592920353982;0;0;0,00132013201320132;0;0
"goœæmi";0;0;0;0;0;0,00101774757809049;0;0;0;0;0;0;0;0;0,00235180750080521;0;0;0;0;0
"goten";0;0;0;0,0135562770676038;0,0105568672917839;0,00419265562831833;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gotena";0;0;0;0,00233728914958685;0,00117298525464266;0,00419265562831833;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gotenem";0;0;0;0,00140237348975211;0,000781990169761773;0,000838531125663666;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gotenks";0;0;0;0;0,00189824462564992;0,0122129709370859;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gotenksa";0;0;0;0;0,000949122312824961;0,00407099031236196;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gotenowi";0;0;0;0;0,000949122312824961;0,00203549515618098;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gotowaæ";0;0;0;0,00170209808448541;0,00142368346923744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gotowy";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"goŸdzik";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00581302427079548;0,0012682880417823;0;0,000722631179977876;0;0
"góra";0;0;0;0,000590266316026499;0,00049371561147645;0,000352942124217233;0,00340074713932118;0,00090720810613864;0;0;0;0;0,00199308493675614;0;0,0012233661169328;0;0;0,000456238848889129;0;0,00762915955923874
"górny";0;0;0;0;0;0;0;0;0,0139576810709553;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"górski";0;0;0;0;0;0;0;0,00287383183532349;0;0;0;0;0;0;0;0;0;0,00180657794994469;0;0,0090627999806828
"gra";0;0;0;0,00186983131966948;0,00117298525464266;0;0;0;0;0;0;0;0;0;0,000968837378465914;0;0;0;0;0
"grabiæ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"graja";0;0;0;0,000467457829917371;0;0,00167706225132733;0;0;0;0;0;0;0;0;0,000968837378465914;0;0;0;0;0
"granica";0;0;0;0;0,000248137942023744;0;0;0,000227978159097809;0;0;0;0,00428880393621286;0;0;0;0,000804896012125211;0;0;0,00643320590431928;0,00575154170253711
"grasowaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00153935500226476;0;0,000438538362361368;0;0
"grawitacja";0;0;0;0,000934915659834742;0,000390995084880887;0,002515593376991;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"grawitacyjny";0;0;0;0,000467457829917371;0,000781990169761773;0,000838531125663666;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"greenowi";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"gregor";0;0;0;0;0;0;0;0,00130801736247041;0;0;0;0;0;0;0,00470361500161042;0;0;0;0;0
"gregora";0;0;0;0;0;0;0;0,00215537387649262;0;0;0;0;0;0;0,00387534951386365;0;0;0,00108394676996681;0;0
"greyjoy";0;0;0;0;0;0;0;0,000359228979415436;0;0;0;0;0;0;0,00193767475693183;0;0;0,00361315589988938;0;0
"greyjoya";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000968837378465914;0,0012682880417823;0;0,00144526235995575;0;0
"grill";0;0;0;0;0;0;0;0;0;0;0;0,00820229159231447;0,0057472804409816;0;0;0;0;0;0;0
"gromada";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0,0109997619036005
"gromadziæ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"grota";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000877076724722736;0;0,0109997619036005
"groza";0;0;0;0;0,00047456115641248;0,00101774757809049;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"groziæ";0;0;0;0,000776040908367084;0,000649102788355611;0,00185609457454627;0;0,000993944856824884;0;0;0;0;0;0,00393395629306431;0,00107226419315381;0;0;0,000199943653178846;0;0
"groŸba";0;0;0;0;0;0;0;0,00130801736247041;0;0;0;0;0;0;0;0;0;0,000877076724722736;0;0
"gro¿¹c";0;0;0;0;0,00047456115641248;0;0;0,000872011574980276;0;0;0;0;0;0;0;0;0;0;0;0
"grób";0;0;0;0;0,000390995084880887;0;0;0,000718457958830872;0;0;0;0;0;0;0;0;0;0,000722631179977876;0;0
"gruby";0;0;0;0;0;0,00407099031236196;0;0,000872011574980276;0;0;0;0;0;0;0;0;0;0;0;0
"grupa";0;0;0;0;0,000755387482792779;0;0,000975592689953773;0,000347008293709768;0;0;0;0;0,00228707282852485;0,00114452648907997;0;0,000612570942950585;0;0,000349023919442208;0,00979205996212861;0
"grupka";0,0116558880522364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00153935500226476;0;0;0;0
"grypa";0;0;0;0;0;0;0;0;0,172497831565097;0;0;0;0;0;0;0;0,0895734194454395;0;0,30410728824069;0
"grzech";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000877076724722736;0;0
"gubiæ";0;0;0;0,000567366028161804;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"gust";0;0;0;0;0;0;0,00245160745010137;0;0;0;0;0;0;0;0;0;0;0,0013156150870841;0;0
"guzik";0;0;0;0,00113473205632361;0,000949122312824961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gwa³towny";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,00175415344944547;0;0
"gwarantowaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000877076724722736;0,0123034373884717;0
"gwardia";0;0;0;0;0;0;0;0,00215537387649262;0;0;0;0;0;0;0,00290651213539774;0;0;0,000722631179977876;0;0
"gwardzista";0;0;0;0;0;0;0;0,00251460285590805;0;0;0;0;0;0;0,000968837378465914;0;0;0,00144526235995575;0;0
"gwiazda";0;0;0;0,00140237348975211;0;0,000838531125663666;0;0;0;0;0;0;0;0;0;0;0;0,000361315589988938;0;0
"h’ghara";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00117590375040261;0;0;0,000877076724722736;0;0
"ha³as";0;0;0;0,000567366028161804;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"handel";0;0;0;0;0;0,00203549515618098;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0;0;0
"handlarz";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0,00615742000905906;0;0;0;0
"handlowaæ";0,0116558880522364;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0;0;0
"harrenhal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00117590375040261;0,00153935500226476;0;0;0;0
"harrenhall";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00290651213539774;0,00507315216712921;0;0,00614236502981195;0;0
"hatchback";0;0;0;0;0;0;0;0;0;0,0255156933504106;0,0163516063020237;0,0114663115796907;0,0120515299042597;0;0;0;0;0;0;0
"hatchbacka";0;0;0;0;0;0;0;0;0;0;0,00779795327438348;0;0,0057472804409816;0;0;0;0;0;0;0
"he³m";0;0;0,0138413670620307;0;0;0;0;0;0;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"hipnotyzowaæ";0;0;0;0,000567366028161804;0;0;0,00245160745010137;0;0;0;0;0;0;0;0;0;0;0;0;0
"historia";0;0;0;0,000683176771989752;0,000285714285714286;0,000306372549019608;0;0,000262501640635254;0;0;0;0;0,00173010380622837;0,000865800865800866;0,000707964601769912;0,00092678405931418;0;0,000528052805280528;0;0,00662251655629139
"hoat";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00235180750080521;0,00153935500226476;0;0;0;0
"hoata";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00461806500679429;0;0,000877076724722736;0;0
"hodor";0;0;0;0;0;0;0;0,000359228979415436;0;0;0;0;0;0;0,000968837378465914;0;0;0,000722631179977876;0;0
"hodora";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000877076724722736;0;0
"ho³d";0;0;0,0138413670620307;0;0;0;0;0,00218002893745069;0;0;0;0;0;0;0;0;0;0;0;0
"honda";0;0;0;0;0;0;0;0;0;0,00850523111680352;0,0436042834720631;0,0573315578984534;0,0763263560603112;0;0;0;0;0;0;0
"hongkongu";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0120797385268631;0;0,0123034373884717;0
"honor";0;0;0;0;0;0;0;0,00130801736247041;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"honorowy";0;0;0;0;0;0;0;0,000718457958830872;0;0;0;0;0;0;0;0,0012682880417823;0;0,000361315589988938;0;0
"hoster";0;0;0;0;0;0;0;0,000359228979415436;0;0;0;0;0;0;0;0,0012682880417823;0;0,000722631179977876;0;0
"hostera";0;0;0;0;0;0;0;0,00130801736247041;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"hybrydowy";0;0;0;0;0;0;0;0;0;0,0121682347798072;0;0;0,0057472804409816;0;0;0;0;0;0;0
"id¹";0;0;0;0,00186983131966948;0,00117298525464266;0,000838531125663666;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"id¹c";0;0;0;0,000567366028161804;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"idealny";0;0;0;0;0;0;0,00245160745010137;0,000436005787490138;0;0;0;0;0;0;0;0;0;0;0;0
"idzie";0;0;0;0,00248355406383621;0,00132192809488736;0,00121500744015383;0,000975592689953773;0,000173504146854884;0;0;0;0;0;0,00228905297815993;0,000467939148632695;0;0;0,000523535879163312;0;0
"ig³a";0;0;0;0,000396571835164366;0,000331704013555337;0;0;0,000609509934345022;0;0;0;0;0;0;0;0;0;0,000306525161041236;0;0
"ignorowaæ";0;0;0;0,000934915659834742;0,000390995084880887;0,000838531125663666;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ile";0;0;0;0,000396571835164366;0,000331704013555337;0;0;0,000304754967172511;0;0;0;0;0;0;0;0;0;0,000306525161041236;0;0
"iloœæ";0;0;0;0;0;0;0;0;0;0;0;0,00675793973868199;0,00473523459198306;0;0;0;0;0;0,010136909608023;0
"imiê";0,00531429183449038;0;0;0;0,00129820557671122;0,000464023643636568;0;0,00119273382818986;0;0;0;0;0;0;0,00160839628973072;0,00140368227324352;0;0,00339904210404038;0;0
"imperator";0;0;0,0114040233090259;0;0,000390995084880887;0,00167706225132733;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"importowaæ";0;0;0;0;0;0;0;0;0;0,0121682347798072;0,00779795327438348;0;0;0;0;0;0;0;0;0
"impreza";0;0;0;0,000567366028161804;0;0,00203549515618098;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"inaczej";0;0;0;0;0,000285714285714286;0;0;0;0;0;0;0;0,00346020761245675;0,00173160173160173;0;0;0;0,000264026402640264;0;0,00662251655629139
"indziej";0;0;0;0;0,00047456115641248;0,00101774757809049;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"informacja";0,00463834419258724;0;0;0,000225777642166928;0,000188846870698195;0;0;0,000867520734274421;0;0;0;0;0;0,00114452648907997;0,000935878297265389;0,00122514188590117;0;0,00279219135553766;0;0
"informowaæ";0;0;0;0;0,00129820557671122;0,000464023643636568;0;0,00139152279955484;0;0;0;0;0;0,00131131876435477;0,00268066048288453;0,00280736454648704;0;0,00139960557225192;0;0
"informuj¹c";0;0;0;0;0,000390995084880887;0;0;0;0;0;0;0;0;0;0;0,0012682880417823;0;0,00108394676996681;0;0
"inny";0;0;0;0,000966747207707488;0,000882125439136728;0,00031530218923392;0,000379758799136353;0,000945534114662897;0;0,00188488341695882;0,00120791824607924;0,00127055104402409;0,00267079501468733;0,00311862528987732;0,000728599182767799;0,000715347320894011;0,00374235034785279;0,000611374066728426;0;0
"intencja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00117590375040261;0,00153935500226476;0;0;0;0
"intensywny";0;0,011309775182505;0;0;0;0;0;0,000359228979415436;0;0;0;0;0;0;0;0;0;0,000361315589988938;0;0
"interesant";0;0;0;0;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"interesowaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0028761282206817;0,00117590375040261;0;0;0;0;0
"internet";0;0;0;0;0;0;0;0;0;0;0;0,00820229159231447;0;0;0;0;0;0;0,0123034373884717;0
"interwencja";0;0;0;0;0;0,000612745098039216;0;0,000262501640635254;0;0;0;0,00493827160493827;0;0;0,000707964601769912;0;0;0,000264026402640264;0;0
"intuicyjny";0;0;0;0;0;0;0;0;0;0;0,00779795327438348;0,00820229159231447;0;0;0;0;0;0;0;0
"inwazja";0;0;0,0114040233090259;0,000467457829917371;0,000390995084880887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"irytowaæ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"istnieæ";0;0;0;0;0,00156398033952355;0,000838531125663666;0;0;0;0;0;0;0;0,00236966718109628;0;0;0;0;0;0
"istota";0;0;0;0;0,000781990169761773;0,000838531125663666;0;0,000359228979415436;0;0;0;0;0;0;0;0;0;0;0;0
"istotny";0;0;0;0;0,00047456115641248;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0;0;0
"jaime";0;0;0;0;0;0;0;0,00213328477020758;0;0;0;0;0;0;0,0115069002932471;0,0150634816165074;0;0,00245220128832989;0;0
"jaimego";0;0;0;0;0;0;0;0,00121901986869004;0;0;0;0;0;0;0,00082192144951765;0,0043038518904307;0;0,00245220128832989;0;0
"jaimem";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0,00153935500226476;0;0;0;0
"jaimemu";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00117590375040261;0;0;0,000438538362361368;0;0
"jaj";0;0;0;0;0;0,00203549515618098;0;0,000872011574980276;0;0;0;0;0;0;0;0;0;0;0;0
"jaka";0;0;0;0,000258680302789028;0,000216367596118537;0;0;0,00178910074228479;0;0;0;0;0,00262036881112415;0;0,00107226419315381;0,00210552340986528;0;0,000599830959536538;0;0
"jak¹œ";0;0;0;0;0,00047456115641248;0;0;0;0;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"jaki";0;0;0;0;0;0,0013920709309097;0;0,00238546765637972;0;0;0;0;0;0,00131131876435477;0,00107226419315381;0,00070184113662176;0;0,00139960557225192;0,00560953026973985;0
"jakieœ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0,0057472804409816;0;0;0;0;0;0;0
"jakiœ";0;0;0;0;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"jakoœæ";0;0;0;0;0;0;0;0;0;0,00732600732600733;0,0140845070422535;0,0148148148148148;0,0069204152249135;0;0;0;0;0;0,00740740740740741;0
"janos";0;0;0;0;0;0;0;0,000359228979415436;0;0;0;0;0;0;0,000968837378465914;0;0;0,000361315589988938;0;0
"janosem";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00117590375040261;0;0;0,000438538362361368;0;0
"japonii";0;0;0;0;0;0;0,00171360007002757;0;0;0,017010462233607;0;0,00573315578984534;0;0;0;0;0,0084433748904995;0;0;0
"japoñski";0;0;0;0;0;0;0;0;0;0;0,0233938598231504;0,00820229159231447;0;0;0;0;0;0;0;0
"jaqena";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00117590375040261;0;0;0,000877076724722736;0;0
"jarl";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00461806500679429;0;0;0;0,0109997619036005
"jaruga";0,028810164149118;0;0,0114040233090259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0090627999806828
"jaskier";0,040735580612059;0;0,00967470039536401;0;0;0;0;0;0;0;0;0;0;0,0140722914841658;0;0;0;0;0;0,00768850362545484
"jaskinia";0;0;0;0;0,000331704013555337;0;0,00685440028011029;0;0;0;0;0;0;0;0,00082192144951765;0;0;0,000306525161041236;0;0
"jaskó³ka";0;0;0;0,00113473205632361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0219995238072011
"jaskrowy";0,0116558880522364;0;0;0;0;0;0;0;0;0;0;0;0;0,0057522564413634;0;0;0;0;0;0
"jasny";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"jazda";0;0;0;0;0;0;0;0,000525003281270508;0;0,0146520146520147;0,0140845070422535;0,0148148148148148;0,00346020761245675;0;0;0;0;0;0;0
"jechaæ";0;0;0,00480001288935438;0,0001967554386755;0,00016457187049215;0;0;0,00090720810613864;0;0;0;0;0;0,00299221582713;0,000407788705644265;0,000533829051642748;0;0,000608318465185505;0;0,00381457977961937
"jeden";0;0;0;0,00102476515798463;0,00114285714285714;0,00214460784313726;0,0014760147601476;0,00170626066412915;0;0;0;0,00246913580246914;0;0,00173160173160173;0,00141592920353982;0,00231696014828545;0;0,00118811881188119;0;0
"jednaæ";0;0;0;0;0,000781990169761773;0;0;0,000718457958830872;0;0;0;0;0;0;0;0;0;0,000722631179977876;0;0
"jednak¿e";0,00960338804970599;0;0;0;0,000390995084880887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0181255999613656
"jednego";0;0;0;0,00118665454767973;0,000744413826071231;0,00106431715328812;0;0,00136786895458685;0;0;0;0;0;0;0,00122971015516192;0;0;0,00137581433201284;0;0
"jednoczesny";0;0;0;0,000258680302789028;0,000432735192237074;0,000464023643636568;0;0,00119273382818986;0;0;0;0;0;0;0,000536132096576906;0,00280736454648704;0;0,000799774612715384;0;0
"jednorêki";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00235180750080521;0;0;0,000438538362361368;0;0
"jednostka";0;0;0;0;0,000248137942023744;0,000532158576644058;0;0;0;0,0190875340018264;0,0163095360954573;0,00428880393621286;0,00601026157150936;0;0;0;0;0;0;0
"jednoznaczny";0;0,00959474419374943;0;0;0;0;0;0;0;0;0;0;0;0,00201032735488083;0;0,00215192594521535;0;0;0,017199467369536;0
"jedyny";0;0;0;0,000225777642166928;0,000566540612094584;0,000405002480051275;0;0,000694016587419537;0;0;0;0;0;0,00228905297815993;0,000467939148632695;0,000612570942950585;0;0,000523535879163312;0;0
"jedzenie";0,00609461611988143;0;0;0,000593327273839866;0,00297765530428493;0,00106431715328812;0;0,000227978159097809;0;0;0;0;0;0;0;0;0;0,00114651194334403;0;0
"jemu";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000877076724722736;0;0
"jeniec";0;0;0;0,000341588385994876;0;0;0;0,000262501640635254;0;0;0;0;0;0;0,000707964601769912;0,0046339202965709;0;0,00158415841584158;0;0
"jeor";0;0;0;0;0;0;0;0,000872011574980276;0;0;0;0;0;0;0;0;0;0,0013156150870841;0;0
"jeora";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0,00153935500226476;0;0;0;0
"jeœæ";0;0;0;0,00233728914958685;0,000781990169761773;0;0;0;0;0;0;0;0;0;0;0;0;0,000361315589988938;0;0
"jeyne";0;0;0;0;0;0;0;0,00215537387649262;0;0;0;0;0;0;0,000968837378465914;0,0012682880417823;0;0;0;0
"jezioro";0;0;0;0,00273270708795901;0,000285714285714286;0;0;0,000262501640635254;0;0;0;0;0;0;0;0,00092678405931418;0;0;0;0,00662251655629139
"jeŸdziæ";0;0;0;0;0,00047456115641248;0;0;0;0;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"jeŸdziec";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"jêzyk";0;0;0;0,000296663636919933;0;0,000532158576644058;0;0,000227978159097809;0;0;0;0;0;0,00150386631529542;0;0,00321958404850085;0;0,000458604777337612;0;0
"jhogo";0;0;0;0;0;0;0;0,000872011574980276;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"jiaozi";0;0;0;0;0,00142368346923744;0;0,00735482235030412;0;0;0;0;0;0;0;0;0;0;0;0;0
"joffa";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"joffrey";0;0;0;0;0;0;0;0,00487607947476018;0;0;0;0;0;0;0,0032876857980706;0,00107596297260767;0;0,00367830193249483;0;0
"joffreya";0;0;0;0;0;0;0;0,00457132450758767;0;0;0;0;0;0;0,00904113594469415;0,00753174080825372;0;0,00674355354290719;0;0
"joffreyem";0;0;0;0;0;0;0;0,00179614489707718;0;0;0;0;0;0;0,00193767475693183;0;0;0,000361315589988938;0;0
"joffreyowi";0;0;0;0;0;0;0;0,00305204051243097;0;0;0;0;0;0;0;0;0;0,00175415344944547;0;0
"jojen";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00153935500226476;0;0,00350830689889094;0;0
"jon";0;0;0;0;0;0;0;0,0127997086212455;0;0;0;0;0;0;0,00986305739421181;0,0139875186438998;0;0,00551745289874225;0;0
"jona";0;0;0;0;0;0;0;0,00700936424496776;0;0;0;0;0;0;0,0106849788437295;0,00322788891782302;0;0,00306525161041236;0;0
"jonowy";0;0;0;0;0;0;0;0,00182852980303507;0;0;0;0;0;0;0,0032876857980706;0,00107596297260767;0;0,00153262580520618;0;0
"jorah";0;0;0;0;0;0;0;0,00396181457324264;0;0;0;0;0;0;0,0016438428990353;0,0043038518904307;0;0,000613050322082472;0;0
"joraha";0;0;0;0;0;0;0;0,00130801736247041;0;0;0;0;0;0;0,00235180750080521;0;0;0;0;0
"jorahem";0;0;0;0;0;0;0;0,000872011574980276;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"joramuna";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00117590375040261;0,00153935500226476;0;0;0;0
"junior";0;0;0;0,000934915659834742;0;0,002515593376991;0,00807960323001094;0;0;0;0;0;0;0;0;0;0;0;0;0
"kaio";0;0;0;0,00233728914958685;0,00312796067904709;0,00586971787964566;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kaiobito";0;0;0;0,00907785645058886;0;0,00203549515618098;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kaioshin";0;0;0;0,00560949395900845;0,000390995084880887;0,00586971787964566;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kaioshina";0;0;0;0,000467457829917371;0,000781990169761773;0,00167706225132733;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kaioshini";0;0;0;0,00113473205632361;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kajdany";0;0;0,0138413670620307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000877076724722736;0;0
"kakarotto";0;0;0;0;0,0023728057820624;0,00101774757809049;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kame";0;0;0;0;0,00047456115641248;0;0,00490321490020275;0;0;0;0;0;0;0;0;0;0;0;0;0
"kamehameha";0;0;0;0;0,000781990169761773;0,000838531125663666;0,00201990080750274;0;0;0;0;0;0;0;0;0;0;0;0;0
"kamehameh¹";0;0;0;0,00420712046925634;0,00312796067904709;0;0,00201990080750274;0;0;0;0;0;0;0;0;0;0;0;0;0
"kamehamehy";0;0;0;0,00113473205632361;0,000949122312824961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kami";0;0;0;0;0;0,00203549515618098;0,00245160745010137;0;0;0;0;0;0;0;0;0;0;0;0;0
"kamienny";0;0;0;0;0;0;0,0014760147601476;0,00105000656254102;0;0;0;0;0;0;0,000707964601769912;0,00185356811862836;0;0,00184818481848185;0;0
"kamieñ";0;0;0;0,000258680302789028;0,000216367596118537;0,0013920709309097;0,00111776617921015;0,000397577942729954;0;0;0;0;0;0;0,00214452838630762;0;0;0,000199943653178846;0;0
"kana³";0;0;0;0,000567366028161804;0;0;0;0;0;0;0;0;0;0;0,00235180750080521;0;0;0;0;0
"kandydat";0;0;0;0;0,00117298525464266;0;0;0;0;0;0;0;0;0;0,00193767475693183;0;0;0,000722631179977876;0;0
"kandydatura";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00117590375040261;0;0;0,000438538362361368;0;0
"kapitan";0;0;0;0;0,000571428571428571;0,00122549019607843;0;0;0;0;0;0;0;0;0,000707964601769912;0,00185356811862836;0;0,000528052805280528;0;0
"kap³an";0,0081471161224118;0;0;0;0,00132681605422135;0;0;0,000304754967172511;0;0;0;0;0;0;0;0;0;0,000306525161041236;0;0
"kap³anka";0;0;0;0;0;0;0;0,000787504921905762;0;0;0;0;0;0,00173160173160173;0,00141592920353982;0,00185356811862836;0;0,00158415841584158;0;0
"kapsu³a";0;0;0;0,000934915659834742;0,00117298525464266;0,002515593376991;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kapsu³ka";0;0;0;0;0,00047456115641248;0;0,00245160745010137;0;0;0;0;0;0;0;0;0;0;0;0;0
"kara";0;0;0;0,000467457829917371;0;0;0;0,000359228979415436;0;0;0;0;0;0;0,000968837378465914;0;0;0;0;0
"karawana";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0,0115045128827268;0;0;0;0;0;0
"karczma";0;0;0;0;0;0;0;0,000914264901517533;0;0;0;0;0;0,00201032735488083;0;0,00107596297260767;0;0,000306525161041236;0;0
"kariera";0;0;0;0,000567366028161804;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"kar³a";0;0;0;0;0;0;0;0,000359228979415436;0;0;0;0;0;0;0,000968837378465914;0;0;0,000361315589988938;0;0
"kar³owaty";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00235180750080521;0,00153935500226476;0;0;0;0
"kartka";0;0;0;0;0,00047456115641248;0;0,00245160745010137;0;0;0;0;0;0;0;0;0;0;0;0;0
"karze³";0;0;0;0;0;0,000711375029070883;0;0,00304754967172511;0;0;0;0;0;0;0,00410960724758825;0;0;0,00122610064416494;0;0
"kaszel";0;0,02261955036501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00995260216060439;0;0,010136909608023;0
"kasztelan";0;0;0;0;0;0;0;0,000359228979415436;0;0;0;0;0;0;0;0,0012682880417823;0;0,00108394676996681;0;0
"katastrofa";0;0;0;0,000567366028161804;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"kategoria";0;0;0;0,000567366028161804;0;0,00101774757809049;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kawa³ek";0;0;0;0,000467457829917371;0,00117298525464266;0,000838531125663666;0;0;0;0;0;0;0;0;0;0;0;0;0;0
